id,pc1,pc2,pc3,t1,t2,t3,t4,y3y4
1.0,-2.627393194366093,0.6449345392162467,0.1424130450435044,6.55499658385967,10.6887318416127,15.416160435125,-7.53562784994093,22.95178828506593
2.0,-3.1573937816473703,0.3444115469620985,-0.15357873702118355,12.3422524206817,-8.13524963668272,23.7876608328669,-3.27097753012155,27.05863836298845
3.0,4.605185434126196,-0.018454540802732955,0.22810709117700836,28.5426611508138,-14.1323830016352,-56.4083724929203,1.89223772512518,-58.30061021804548
4.0,3.051349779327928,-0.1627020623929038,0.17658952896283614,20.2534997738816,9.52540247780812,-0.673842045557045,40.2954643855148,-40.96930643107184
5.0,-1.5397517091889097,0.7857568843685582,-0.17614222741615387,-3.58890993392453,6.05001008043706,1.19848901174359,-11.6779085368127,12.87639754855629
6.0,1.0083855180232448,0.24337283751344851,0.25298708286743804,9.95006807315881,3.03062764167512,-0.679306177598613,18.3602792363164,-19.039585413915013
7.0,-4.51801529642973,0.09691336315396586,-0.19392078830456372,0.745153838887184,-23.3488839157628,37.7308725828324,-5.03073239765882,42.761604980491214
8.0,-2.7560074478535594,0.5368445089625674,-0.32670270730802603,-9.8082752792123,8.83954568194837,16.2961670571644,-7.87319188252374,24.169358939688138
9.0,4.0672817865774435,-1.2840963116071313,0.17331319787865085,-29.8625873767253,4.46355461599221,-50.6757061104837,4.59464059739842,-55.27034670788212
10.0,-4.26924988866753,-0.34935764558438626,-0.006333069362066848,-2.95524790059831,21.7039247726181,18.4432953209575,-21.6520681106423,40.0953634315998
11.0,2.0661016305195132,-0.7650608702243326,0.3824601840203605,-17.639259564264,-3.48577295264502,-32.7336587941518,0.17920735655519,-32.91286615070699
12.0,-4.382551412830789,-0.5004833339154581,-0.1415747494714174,19.6788610614921,8.07983840282649,34.8533684570858,-4.0866326552509,38.9400011123367
13.0,4.510758166403778,-0.9284699009706049,-0.1315361008045487,-28.8193461220227,-15.8582160607633,-14.9921887460564,45.2205001738777,-60.2126889199341
14.0,-4.076691401879476,-1.1183615758356487,-0.09800621455104988,14.634775606041,-10.1045223774385,26.823580675181,-5.73019243948644,32.553773114667436
