id,pc1,pc2,t1,t2,t3,t4,y
1.0,-2.627393194366093,0.6449345392162467,6.55499658385967,10.6887318416127,15.416160435125,-7.53562784994093,22.95178828506593
2.0,-3.1573937816473703,0.3444115469620985,12.3422524206817,-8.13524963668272,23.7876608328669,-3.27097753012155,27.05863836298845
3.0,4.605185434126196,-0.0184545408027329,28.5426611508138,-14.1323830016352,-56.4083724929203,1.89223772512518,-58.30061021804548
4.0,3.051349779327928,-0.1627020623929038,20.2534997738816,9.52540247780812,-0.673842045557045,40.2954643855148,-40.96930643107184
5.0,-1.5397517091889097,0.7857568843685582,-3.58890993392453,6.05001008043706,1.19848901174359,-11.6779085368127,12.87639754855629
6.0,1.0083855180232448,0.2433728375134485,9.95006807315881,3.03062764167512,-0.679306177598613,18.3602792363164,-19.039585413915013
7.0,-4.51801529642973,0.0969133631539658,0.745153838887184,-23.3488839157628,37.7308725828324,-5.03073239765882,42.761604980491214
8.0,-2.7560074478535594,0.5368445089625674,-9.8082752792123,8.83954568194837,16.2961670571644,-7.87319188252374,24.169358939688138
9.0,4.067281786577444,-1.2840963116071311,-29.8625873767253,4.46355461599221,-50.6757061104837,4.59464059739842,-55.27034670788212
10.0,-4.26924988866753,-0.3493576455843862,-2.95524790059831,21.7039247726181,18.4432953209575,-21.6520681106423,40.0953634315998
11.0,2.066101630519513,-0.7650608702243326,-17.639259564264,-3.48577295264502,-32.7336587941518,0.17920735655519,-32.91286615070699
12.0,-4.382551412830789,-0.5004833339154581,19.6788610614921,8.07983840282649,34.8533684570858,-4.0866326552509,38.9400011123367
13.0,4.510758166403778,-0.9284699009706048,-28.8193461220227,-15.8582160607633,-14.9921887460564,45.2205001738777,-60.2126889199341
14.0,-4.076691401879476,-1.1183615758356489,14.634775606041,-10.1045223774385,26.823580675181,-5.73019243948644,32.553773114667436
15.0,3.6475338703305256,-0.7046933522739888,-23.5899175144265,-12.8682233508214,-38.1626417618495,11.0252364461438,-49.1878782079933
16.0,-1.290629238705315,0.4604685964006278,0.51703079982673,-2.30769783625959,3.72301401745708,-0.605921156779902,4.328935174236982
17.0,2.41427667470942,0.8024191161406308,-3.10903758311492,-17.1270271320316,-5.95969238199279,25.9034772077348,-31.86316958972759
18.0,2.051918555007062,0.0083068064629882,1.08768115305742,15.8102381559415,-13.0309988131865,15.9778531369159,-29.0088519501024
19.0,-4.468147850378128,0.1788095996473484,-17.9380855915146,13.22762023996,0.0761207879281643,-40.7213751252756,40.79749591320376
20.0,-2.661226059600496,0.6165820815943174,4.81378780353241,11.6600515444052,18.3364687215957,-4.7544903449162,23.0909590665119
21.0,-3.790387775555532,0.557068313978795,-14.5906056373992,12.5411178712073,13.2554184763643,-21.9625854236616,35.2180039000259
22.0,4.273113542570478,-0.2522134083552993,-26.0148325593099,-14.6917399848369,-50.2502877254225,4.43869178187024,-54.68897950729274
23.0,-4.192460089956798,-0.7592760016552335,16.097555362702,14.1490825376733,39.1712080350541,-0.0596852998496924,39.23089333490379
24.0,1.170131137123027,-0.7301667481191323,-9.00620248963678,8.54252254863861,-10.1269181583355,12.5952065398167,-22.7221246981522
25.0,4.00701964003771,0.009595056767205,5.93083075836432,27.3302955631928,-32.7326707623537,18.4594902247158,-51.1921609870695
26.0,-3.991269765081091,-0.309372811206245,16.5672221506591,7.73343882804511,26.3135840022572,-7.15376550260011,33.46734950485731
27.0,4.396716457145796,0.7322935705711594,17.9028933936841,-22.8799746598744,-2.71968981679064,50.4592654713423,-53.17895528813294
28.0,-3.3405033585642285,0.1936484487895982,-15.1030273258905,6.3338084518028,29.4477723357903,-0.530820011178976,29.978592346969275
29.0,4.147279959447353,-1.2824052831739676,-29.1495929219495,8.09630642801065,-46.9791109661089,8.39878341626264,-55.37789438237154
30.0,2.93270257261342,0.1302504355941118,-2.30382287383848,21.6663887281011,-26.6549621880228,13.2286728041075,-39.8836349921303
31.0,3.20674870881609,0.5031881137333485,15.752115232815,-16.7364932014911,-37.3771646990951,4.69377286701721,-42.070937566112306
32.0,-4.4796868226339095,-0.2017579790879884,-15.7612962282889,15.6587151952615,1.19114905982241,-39.4775682968715,40.66871735669391
33.0,3.728335324352965,0.2269202746475864,25.4917528585161,-2.92993257085839,-1.11008953857834,45.8594538454149,-46.96954338399324
34.0,1.9105616479289964,-1.1789801193125549,-18.0552345452587,-0.47169057656659,-32.8783035172152,0.18285812226951,-33.06116163948471
35.0,3.744029110263709,-0.6150458837566055,-11.1499498470067,-24.1122744019684,-48.4100581977703,0.217672700800203,-48.6277308985705
36.0,-3.3508583728983283,0.5323297258130495,-8.29337196217735,-14.9287936016473,0.748377423426593,-30.5121995294014,31.260576952827993
37.0,2.541940387724356,-0.5985800357893609,-18.377430182461,-9.84925375517859,-7.74282274880282,30.4235152114633,-38.16633796026612
38.0,2.35165385500883,0.6694903642246646,9.94399788920544,-13.8150711132027,-2.02623021910315,29.131837101405,-31.158067320508152
39.0,0.9023733627539232,-0.0540862561948494,8.5463968890261,5.68026883166888,-0.0799722079260026,18.7042885322196,-18.7842607401456
40.0,-4.206225019620074,0.0602561099578044,-7.00128185863974,-18.9085807654881,18.6507727619973,-18.2576146823391,36.9083874443364
41.0,-5.1871836741341895,-1.0854084963354318,19.8575339713605,-13.1521871617372,6.10589276386144,-37.4928389613659,43.59873172522734
42.0,-4.385597578637637,0.0751908432829431,-21.2559551299419,7.18104802674286,2.10697260599416,-38.9622163752171,41.06918898121126
43.0,5.035805726090442,0.2435401904839228,-26.6116598031736,20.2621600311356,-61.1467667597133,0.0784798047520215,-61.22524656446532
44.0,-5.029840439163673,-1.0735312603852474,22.9411365514416,-6.90701445264297,0.701670702262171,-43.1537971048941,43.85546780715627
45.0,1.4611843481579516,0.6072905769758215,5.80824379432969,-9.37722900756195,-19.1461964074338,1.04468223932743,-20.190878646761227
46.0,4.53466364500842,-0.5420080298660901,11.0189603093962,-30.2719895113039,-25.6957211770882,33.2735717578241,-58.9692929349123
47.0,3.1464613197482123,-1.222933659155642,-23.7801586003896,4.41521436671236,-3.64247147715815,40.6307438740125,-44.27321535117065
48.0,-4.086475678202605,0.2330009730184921,8.28916716570198,-18.7848027253072,0.493333061399786,-37.0909577005303,37.58429076193009
49.0,-4.390332741717708,-0.4586250254669474,20.8525052367513,3.64847943176049,29.1896883953257,-9.56041704009851,38.75010543542421
50.0,-3.7584892073196974,0.9649499139868104,-7.22255147141643,17.588615854701,2.08074682500782,-32.7237838432569,34.804530668264725
51.0,-4.295133415421339,0.072391173058957,-15.8101260605291,15.6114973543069,1.15471335069776,-39.5166863353415,40.67139968603926
52.0,2.81001473908185,0.0432999284395716,7.22944816327771,20.7780715508488,-11.7363216915804,28.5341243811897,-40.2704460727701
53.0,4.209306445523628,-0.799487705993601,-22.6058009993493,20.4387153479491,-26.6670862805094,29.1181592235374,-55.7852455040468
54.0,4.393909665034057,0.1783491317949394,28.0568728246785,-6.13729761005401,-28.8870305256766,23.6850910156974,-52.572121541374
55.0,3.2805408107571585,0.356887306177737,21.7211952911871,-6.71743868259075,-20.4850819853728,21.1332335055588,-41.6183154909316
56.0,-2.300850039160114,0.4478850529577954,-5.88212692369754,-9.32645841592694,19.0747967442994,-1.10895505581379,20.183751800113193
57.0,-3.201168184906535,-0.3372405071928532,14.6317145299532,-3.12088114731405,16.5013412343475,-10.8843071123139,27.385648346661398
58.0,3.510685111755227,0.4028747330869544,8.49704193418349,23.5306026030537,-43.1725594884931,2.62216734725234,-45.794726835745436
59.0,4.684296895812941,0.5141099166932586,30.0782156560412,9.30785099325676,-45.0743198146071,12.5594559104093,-57.6337757250164
60.0,-1.3359803062501443,0.1936771704471131,0.23619863969439,-5.28768780693432,0.659337651790536,-9.02936177741521,9.688699429205744
61.0,2.4891807105514725,0.6181000283393958,-9.97930843671493,-14.5091151037899,-17.1797341612461,15.0545786470463,-32.2343128082924
62.0,4.594755021150222,0.9321031007306014,-2.02232108847181,-29.3334864570259,-8.74811776756846,45.0739244217423,-53.82204218931076
63.0,-2.9614834821289846,0.0896178209593076,3.28376323538235,-14.0397633915578,23.9318363238364,-2.46136286855368,26.393199192390078
64.0,3.612740526184143,0.1401597678759953,21.3098229505653,-14.7109089567875,-3.50682076258973,43.8925408875388,-47.39936165012853
65.0,3.5909767840600058,0.8739250501356688,2.06156694742526,-23.211636527449,-40.1589611363658,2.49690679371491,-42.6558679300807
66.0,4.371283096974878,-0.5160848473824522,-19.0540379118684,23.8842283413969,-18.932627665154,36.9950699609807,-55.9276976261347
67.0,-2.3473945251551047,0.7380516549298666,-8.11263027072403,-7.26992637580104,15.6868899360717,-4.25338163168875,19.940271567760448
68.0,1.1956370423241176,-1.1773332448103833,-9.93172459746595,7.34838488563168,-7.7189844714816,14.8960904620907,-22.615074933572302
69.0,-0.526151764440233,1.0431322142424375,-0.122858585168277,0.815561010999674,1.50409353142225,-0.0056250005760168,1.5097185319982669
70.0,3.636177505320278,0.2096302234507296,25.5919915704022,0.459290240983897,-3.34595035710451,43.5074194747978,-46.85336983190231
71.0,-3.0817388805715717,0.2067426193800542,2.7261752129059,-14.1394191993803,23.3469233272916,-3.01179520099758,26.358718528289177
